,rating,name,link,area_genre,price(dinner),price(lunch),holiday
238,3.58,アム ストラム グラム,https://tabelog.com/tw/tokyo/A1303/A130302/13254145/,代官山車站 / 蛋糕,-,"JPY 1,000 - JPY 1,999",星期二
239,3.58,カフェ・ハイチ 新宿センタービル店,https://tabelog.com/tw/tokyo/A1304/A130401/13019157/,"都廳前車站 / 咖啡店, 蛋糕, 咖喱",-,- JPY 999,-
240,3.58,ランデブーラウンジ・バー,https://tabelog.com/tw/tokyo/A1301/A130102/13019119/,"日比谷車站 / 咖啡店, 酒吧, 蛋糕","JPY 3,000 - JPY 3,999","JPY 2,000 - JPY 2,999",-
241,3.58,クレーム デ ラ クレーム 六本木ヒルズ店,https://tabelog.com/tw/tokyo/A1307/A130701/13154475/,"六本木車站 / 泡芙, 蛋糕",- JPY 999,-,-
242,3.58,ホルン,https://tabelog.com/tw/tokyo/A1318/A131810/13256319/,"代代木八幡車站 / 蛋糕, 麵包, 可麗餅/法式薄餅","JPY 1,000 - JPY 1,999",-,-
243,3.58,メイカセブン,https://tabelog.com/tw/tokyo/A1312/A131202/13045284/,"大島車站 / 麵包, 蛋糕, 咖啡館",- JPY 999,- JPY 999,星期一
244,3.58,LOU,https://tabelog.com/tw/tokyo/A1319/A131902/13261085/,"中野車站 / 咖啡店, 蛋糕, 西式甜點","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",星期三
245,3.58,リジーグ,https://tabelog.com/tw/tokyo/A1304/A130401/13043279/,"新宿三丁目車站 / 咖啡店, 三明治, 蛋糕","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
246,3.58,アレ,https://tabelog.com/tw/tokyo/A1306/A130602/13267636/,"表參道車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
247,3.58,ジュウニブンベーカリーカフェ,https://tabelog.com/tw/tokyo/A1317/A131706/13246758/,"三軒茶屋車站 / 咖啡店, 蛋糕, 三明治","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
248,3.58,ラヴィアンレーヴ,https://tabelog.com/tw/tokyo/A1324/A132404/13173833/,"梅島車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
249,3.58,カボチャ,https://tabelog.com/tw/tokyo/A1317/A131706/13257257/,西太子堂車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,星期一
250,3.58,かふぇ あっぷる,https://tabelog.com/tw/tokyo/A1302/A130204/13036682/,"人形町車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期日"
251,3.58,ラ・テール洋菓子店,https://tabelog.com/tw/tokyo/A1317/A131705/13004810/,池尻大橋車站 / 蛋糕,- JPY 999,-,星期二
252,3.58,ジュウニブン ベーカリー 渋谷店,https://tabelog.com/tw/tokyo/A1303/A130301/13261269/,"澀谷車站 / 麵包, 西式甜點, 蛋糕",- JPY 999,-,-
253,3.57,ノア カフェ 銀座店,https://tabelog.com/tw/tokyo/A1301/A130101/13002704/,"銀座車站 / 咖啡店, 蛋糕, 咖啡館","JPY 1,000 - JPY 1,999",- JPY 999,-
254,3.57,カフェ ザ サン リブズ ヒア,https://tabelog.com/tw/tokyo/A1317/A131706/13145455/,"三軒茶屋車站 / 咖啡店, 蛋糕, 甜食",- JPY 999,- JPY 999,-
255,3.57,uni CAFE,https://tabelog.com/tw/tokyo/A1312/A131201/13225581/,"錦糸町車站 / 咖啡店, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
256,3.57,御茶ノ水 小川軒,https://tabelog.com/tw/tokyo/A1310/A131002/13005532/,"御茶之水車站 / 西式料理, 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 2,000 - JPY 2,999","星期日, 節假日"
257,3.57,カフェ オトノヴァ,https://tabelog.com/tw/tokyo/A1311/A131102/13158341/,"淺草車站 / 咖啡店, 義大利料理, 蛋糕","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
258,3.57,アンヴデット,https://tabelog.com/tw/tokyo/A1313/A131303/13201342/,清澄白河車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,"星期二, 星期三"
259,3.57,松涛カフェ 渋谷本店,https://tabelog.com/tw/tokyo/A1303/A130301/13215570/,"神泉車站 / 咖啡店, 蛋糕, 麵包","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
260,3.57,ディゾン 人形町,https://tabelog.com/tw/tokyo/A1302/A130204/13257415/,"人形町車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
261,3.57,レ・アントルメ国立,https://tabelog.com/tw/tokyo/A1325/A132503/13006001/,"國立車站 / 蛋糕, 麵包","JPY 1,000 - JPY 1,999",- JPY 999,星期三
262,3.57,パティスリーQBG エキュート品川店,https://tabelog.com/tw/tokyo/A1314/A131403/13019780/,"品川車站 / 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999",-,-
263,3.57,クリオロ 麻布台ヒルズ店,https://tabelog.com/tw/tokyo/A1307/A130704/13290873/,"神谷町車站 / 蛋糕, 西式甜點",- JPY 999,-,-
264,3.57,ルノートル 銀座三越店,https://tabelog.com/tw/tokyo/A1301/A130101/13233008/,"銀座車站 / 蛋糕, 巧克力",-,"JPY 3,000 - JPY 3,999",-
265,3.57,MUTO coffee roastery,https://tabelog.com/tw/tokyo/A1319/A131902/13173656/,"中野車站 / 咖啡店, 蛋糕",- JPY 999,- JPY 999,"星期三, 星期四"
266,3.57,フラクタス,https://tabelog.com/tw/tokyo/A1303/A130301/13239851/,"澀谷車站 / 蛋糕, 西式甜點",- JPY 999,-,-
267,3.57,藤の木,https://tabelog.com/tw/tokyo/A1319/A131907/13047497/,"西荻窪車站 / 麵包, 蛋糕",- JPY 999,- JPY 999,"星期日, 節假日"
268,3.57,PATISSERIE TATSUYA SASAKI,https://tabelog.com/tw/tokyo/A1329/A132904/13137859/,"西八王子車站 / 蛋糕, 麵包",-,-,星期一
269,3.57,via A,https://tabelog.com/tw/tokyo/A1324/A132404/13238919/,"五反野車站 / 披薩, 義大利料理, 蛋糕","JPY 4,000 - JPY 4,999","JPY 1,000 - JPY 1,999","星期二, 星期三"
270,3.56,A to Z cafe,https://tabelog.com/tw/tokyo/A1306/A130602/13021722/,"表參道車站 / 咖啡店, 啤酒屋, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
271,3.56,ジャン＝ポール・エヴァン 伊勢丹新宿本店,https://tabelog.com/tw/tokyo/A1304/A130401/13000854/,"新宿三丁目車站 / 巧克力, 蛋糕, 咖啡店","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
272,3.56,銀座千疋屋 銀座本店 フルーツパーラー,https://tabelog.com/tw/tokyo/A1301/A130101/13002625/,"銀座車站 / 水果聖代, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 3,000 - JPY 3,999",-
273,3.56,ラ・メゾン・キオイ,https://tabelog.com/tw/tokyo/A1308/A130801/13199028/,"永田町車站 / 法式料理, 咖啡店, 蛋糕","JPY 15,000 - JPY 19,999","JPY 6,000 - JPY 7,999",星期二
274,3.56,GARIGUETTE,https://tabelog.com/tw/tokyo/A1306/A130602/13265019/,"表參道車站 / 甜食, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
275,3.56,カフェ レ ジュ グルニエ,https://tabelog.com/tw/tokyo/A1306/A130602/13007510/,"表參道車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
276,3.56,家と庭,https://tabelog.com/tw/tokyo/A1306/A130602/13197962/,"表參道車站 / 咖啡店, 蛋糕, 布丁","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
277,3.56,RITUEL CAFE ルミネ新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13247172/,"新宿車站 / 咖啡店, 蛋糕, 義大利麵","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
278,3.56,IMANOフルーツファクトリー,https://tabelog.com/tw/tokyo/A1302/A130203/13099323/,"茅場町車站 / 水果聖代, 果汁吧攤, 蛋糕",- JPY 999,- JPY 999,"星期日, 節假日"
279,3.56,ブラッスリー・バーゼル 京王八王子駅前店,https://tabelog.com/tw/tokyo/A1329/A132904/13086956/,"京王八王子車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
280,3.56,カフェ・グレ,https://tabelog.com/tw/tokyo/A1327/A132701/13016437/,"町田車站 / 咖啡店, 蛋糕",- JPY 999,- JPY 999,星期一
281,3.56,ル・ポミエ 麻布十番店,https://tabelog.com/tw/tokyo/A1307/A130702/13097610/,"麻布十番車站 / 蛋糕, 麵包, 咖啡店",- JPY 999,- JPY 999,-
282,3.56,サンモリッツ名花堂,https://tabelog.com/tw/tokyo/A1307/A130702/13007042/,"麻布十番車站 / 麵包, 蛋糕",- JPY 999,-,"星期一, 星期四"
283,3.56,ロッセ,https://tabelog.com/tw/tokyo/A1327/A132701/13059161/,"町田車站 / 咖啡館, 蛋糕",- JPY 999,- JPY 999,星期三
284,3.56,レピドール 田園調布店,https://tabelog.com/tw/tokyo/A1317/A131704/13003251/,"田園調布車站 / 蛋糕, 咖啡館",-,"JPY 1,000 - JPY 1,999",星期三
285,3.56,コンテナ,https://tabelog.com/tw/tokyo/A1304/A130401/13101984/,"新宿三丁目車站 / 咖啡店, 蛋糕, 甜食",-,"JPY 1,000 - JPY 1,999","星期一, 星期四, 星期日"
286,3.56,POSH,https://tabelog.com/tw/tokyo/A1313/A131303/13265384/,"清澄白河車站 / 西式甜點, 蛋糕","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
287,3.56,ヒロミ＆コ スイーツ＆コーヒー,https://tabelog.com/tw/tokyo/A1302/A130204/13255367/,"小傳馬町車站 / 西式甜點, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期二, 星期三, 星期日"
288,3.56,プレリアル成城,https://tabelog.com/tw/tokyo/A1318/A131814/13005170/,"成城學園前車站 / 蛋糕, 咖啡館, 麵包","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期二"
289,3.56,otaco,https://tabelog.com/tw/tokyo/A1311/A131102/13115525/,"淺草車站 / 蛋糕, 甜食",- JPY 999,-,"星期一, 星期日"
290,3.55,ウエスト青山ガーデン,https://tabelog.com/tw/tokyo/A1307/A130701/13057028/,"乃木坂車站 / 咖啡店, 蛋糕, 鬆餅","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
291,3.55,銀座ウエスト 銀座本店,https://tabelog.com/tw/tokyo/A1301/A130101/13002565/,"銀座車站 / 咖啡館, 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
292,3.55,パティスリー・サダハル・アオキ・パリ 東京ミッドタウン店,https://tabelog.com/tw/tokyo/A1307/A130701/13037371/,"六本木車站 / 蛋糕, 咖啡店, 馬卡龍","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
293,3.55,フォーシーズンズカフェ,https://tabelog.com/tw/tokyo/A1313/A131305/13054425/,"西葛西車站 / 咖啡店, 蛋糕, 水果聖代","JPY 1,000 - JPY 1,999",- JPY 999,星期三
294,3.55,A WORKS,https://tabelog.com/tw/tokyo/A1317/A131702/13168995/,"學藝大學車站 / 蛋糕, 咖啡店, 葡萄酒酒吧",-,"JPY 1,000 - JPY 1,999","星期二, 星期三, 星期四, 星期五"
295,3.55,それいゆ,https://tabelog.com/tw/tokyo/A1319/A131907/13011829/,"西荻窪車站 / 咖啡館, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
296,3.55,果実園リーベル 日比谷シャンテ店,https://tabelog.com/tw/tokyo/A1301/A130102/13265586/,"日比谷車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
297,3.55,クレール ドゥ リュンヌ 本店,https://tabelog.com/tw/tokyo/A1311/A131103/13161593/,"田原町車站 / 蛋糕, 咖啡店","JPY 2,000 - JPY 2,999",-,-
298,3.55,コーヒーラウンジ マウナケア,https://tabelog.com/tw/tokyo/A1314/A131403/13013906/,"品川車站 / 咖啡店, 麵包, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
299,3.55,ピカソル 代官山本店,https://tabelog.com/tw/tokyo/A1303/A130303/13019468/,"代官山車站 / 蛋糕, 麵包",- JPY 999,- JPY 999,-
300,3.55,バー&ラウンジ ZATTA ヒルトン東京,https://tabelog.com/tw/tokyo/A1304/A130401/13172873/,"都廳前車站 / 酒吧, 咖啡店, 蛋糕","JPY 5,000 - JPY 5,999","JPY 3,000 - JPY 3,999",-
301,3.55,ペーパー ムーン グリーンスプリングス店,https://tabelog.com/tw/tokyo/A1329/A132901/13249204/,"立川北車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
302,3.55,feuquiage,https://tabelog.com/tw/tokyo/A1326/A132601/13264560/,調布車站 / 蛋糕,-,-,星期二
303,3.55,パティスリー ナオキ 駒沢店,https://tabelog.com/tw/tokyo/A1317/A131707/13001442/,駒澤大學車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,"星期一, 星期二"
304,3.55,ラ・パレット,https://tabelog.com/tw/tokyo/A1318/A131802/13007301/,"下北澤車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",星期一
305,3.55,ル・ポミエ,https://tabelog.com/tw/tokyo/A1318/A131811/13022955/,"東北澤車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期二, 星期三"
306,3.55,カファレル 東京駅グランスタ店,https://tabelog.com/tw/tokyo/A1302/A130201/13094853/,"東京車站 / 蛋糕, 巧克力","JPY 1,000 - JPY 1,999",-,-
307,3.55,ピエス・モンテ,https://tabelog.com/tw/tokyo/A1301/A130103/13002681/,新橋車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,"星期日, 節假日"
308,3.55,sarkara,https://tabelog.com/tw/tokyo/A1317/A131706/13304374/,三軒茶屋車站 / 蛋糕,-,-,星期二
309,3.55,SLOPE,https://tabelog.com/tw/tokyo/A1321/A132105/13146304/,"上井草車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
310,3.55,カファブンナ,https://tabelog.com/tw/tokyo/A1307/A130701/13012992/,"六本木車站 / 咖啡館, 蛋糕",-,- JPY 999,星期三
311,3.55,キュイソン ルカ,https://tabelog.com/tw/tokyo/A1317/A131710/13160141/,西小山車站 / 蛋糕,- JPY 999,- JPY 999,"星期一, 星期日"
312,3.55,洋菓子 代官山小川軒,https://tabelog.com/tw/tokyo/A1303/A130303/13136728/,"代官山車站 / 蛋糕, 西式甜點",-,-,"星期日, 節假日"
313,3.55,カオリ ヒロネ,https://tabelog.com/tw/tokyo/A1305/A130502/13054933/,"目白車站 / 蛋糕, 巧克力",-,-,"星期二, 星期三"
314,3.54,アトリウムラウンジ,https://tabelog.com/tw/tokyo/A1308/A130802/13007535/,"六本木一丁目車站 / 咖啡店, 酒吧, 蛋糕","JPY 6,000 - JPY 7,999","JPY 6,000 - JPY 7,999",-
315,3.54,ブルディガラカフェ 大丸東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13045466/,"東京車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
316,3.54,バナナファクトリー,https://tabelog.com/tw/tokyo/A1312/A131203/13218413/,"東京晴空塔車站 / 蛋糕, 意式冰淇淋/冰淇淋, 果汁吧攤",-,- JPY 999,"星期二, 星期三"
317,3.54,白髭のシュークリーム工房 吉祥寺店,https://tabelog.com/tw/tokyo/A1320/A132001/13227964/,"吉祥寺車站 / 西式甜點, 蛋糕, 甜食",- JPY 999,- JPY 999,星期二
318,3.54,島田屋製菓,https://tabelog.com/tw/tokyo/A1324/A132404/13003771/,"六町車站 / 年輪蛋糕, 蛋糕",- JPY 999,-,"星期日, 節假日"
319,3.54,喫茶去 快生軒,https://tabelog.com/tw/tokyo/A1302/A130204/13018091/,"人形町車站 / 咖啡館, 咖啡店, 蛋糕",- JPY 999,- JPY 999,"星期六, 星期日, 節假日"
320,3.54,カフェ GOTO,https://tabelog.com/tw/tokyo/A1305/A130504/13006171/,"早稻田車站 / 咖啡館, 蛋糕, 咖啡店",-,- JPY 999,-
321,3.54,キル フェ ボン 東京ドームシティ店,https://tabelog.com/tw/tokyo/A1310/A131003/13287788/,"後樂園車站 / 蛋糕, 咖啡店",-,"JPY 3,000 - JPY 3,999","節假日, 節假日前, 節假日後"
322,3.54,グルテンフリー田んぼのパン工房 米魂 戸越銀座本店,https://tabelog.com/tw/tokyo/A1317/A131712/13113559/,"戶越車站 / 麵包, 蛋糕",- JPY 999,-,星期四
323,3.54,taik bake&coffee,https://tabelog.com/tw/tokyo/A1316/A131601/13271493/,"惠比壽車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",星期二
324,3.54,ニシキヤ洋菓子店,https://tabelog.com/tw/tokyo/A1318/A131814/13012633/,"祖師谷大藏車站 / 咖啡店, 蛋糕, 巧克力",- JPY 999,"JPY 1,000 - JPY 1,999","星期三, 星期四"
325,3.54,Cafe 椿,https://tabelog.com/tw/tokyo/A1303/A130302/13098102/,"廣尾車站 / 咖啡店, 蛋糕, 日式點心",-,"JPY 1,000 - JPY 1,999",-
326,3.54,グーテ・ルブレ 入谷店,https://tabelog.com/tw/tokyo/A1311/A131104/13261228/,"入谷車站 / 麵包, 三明治, 蛋糕",- JPY 999,-,-
327,3.54,キャロリーヌ,https://tabelog.com/tw/tokyo/A1321/A132102/13003803/,"練馬春日町車站 / 蛋糕, 巧克力","JPY 1,000 - JPY 1,999",-,星期三
328,3.54,アンデルセン,https://tabelog.com/tw/tokyo/A1321/A132101/13016934/,江古田車站 / 蛋糕,"JPY 1,000 - JPY 1,999",- JPY 999,-
329,3.54,Patisserie De bonne augure,https://tabelog.com/tw/tokyo/A1311/A131101/13277548/,湯島車站 / 蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期三
330,3.54,パティスリープラネッツ 大泉学園本店,https://tabelog.com/tw/tokyo/A1321/A132103/13005576/,"大泉學園車站 / 蛋糕, 巧克力",-,-,星期三
331,3.54,Maison du CREER,https://tabelog.com/tw/tokyo/A1316/A131602/13265434/,"白金台車站 / 西式甜點, 蛋糕, 馬卡龍","JPY 4,000 - JPY 4,999",-,"星期三, 星期四"
332,3.54,TiTRE,https://tabelog.com/tw/tokyo/A1318/A131814/13240435/,"祖師谷大藏車站 / 咖啡店, 蛋糕, 西式甜點",-,"JPY 1,000 - JPY 1,999","星期一, 星期二, 星期三, 星期日"
333,3.54,パティスリー サトウ,https://tabelog.com/tw/tokyo/A1317/A131715/13250983/,"九品佛車站 / 蛋糕, 西式甜點, 巧克力",-,-,"星期二, 星期三, 星期四"
334,3.54,roku,https://tabelog.com/tw/tokyo/A1318/A131810/13253421/,"參宮橋車站 / 法式料理, 蛋糕, 西式甜點","JPY 15,000 - JPY 19,999","JPY 8,000 - JPY 9,999",星期三
335,3.54,Hugh Morgan,https://tabelog.com/tw/tokyo/A1302/A130202/13277234/,"三越前車站 / 蛋糕, 馬卡龍, 西式甜點",-,"JPY 4,000 - JPY 4,999",-
336,3.54,French Restaurant ensia,https://tabelog.com/tw/tokyo/A1311/A131102/13261680/,"田原町車站 / 法式料理, 蛋糕, 西式甜點","JPY 15,000 - JPY 19,999","JPY 3,000 - JPY 3,999",-
337,3.54,Hills House Dining 33 Pâtisserie à la Maison,https://tabelog.com/tw/tokyo/A1307/A130704/13291586/,"六本木一丁目車站 / 蛋糕, 西式甜點, 甜食","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
338,3.53,キル フェ ボン グランメゾン銀座,https://tabelog.com/tw/tokyo/A1301/A130101/13125583/,"銀座一丁目車站 / 蛋糕, 咖啡店, 巧克力",-,"JPY 3,000 - JPY 3,999","節假日, 節假日前, 節假日後"
339,3.53,ピエール・エルメ・パリ 伊勢丹新宿,https://tabelog.com/tw/tokyo/A1304/A130401/13025129/,"新宿三丁目車站 / 蛋糕, 馬卡龍, 西式甜點","JPY 1,000 - JPY 1,999",-,-
340,3.53,和栗モンブラン専門店 栗りん 日本橋コレド室町店,https://tabelog.com/tw/tokyo/A1302/A130202/13274597/,三越前車站 / 蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
341,3.53,村上開新堂,https://tabelog.com/tw/tokyo/A1308/A130803/13053861/,半藏門車站 / 蛋糕,"JPY 8,000 - JPY 9,999",-,"星期日, 節假日"
342,3.53,LE SALON DE NINA'S 日比谷店,https://tabelog.com/tw/tokyo/A1301/A130102/13279760/,"日比谷車站 / 咖啡店, 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
343,3.53,Lily cakes,https://tabelog.com/tw/tokyo/A1314/A131404/13185738/,"天王洲Isle車站 / 蛋糕, 咖啡店, 西式甜點",- JPY 999,- JPY 999,-
344,3.53,チカリシャス ニューヨーク アマリージュ 神楽坂,https://tabelog.com/tw/tokyo/A1309/A130905/13248052/,"飯田橋車站 / 蛋糕, 西式甜點",- JPY 999,- JPY 999,-
345,3.53,こぐま,https://tabelog.com/tw/tokyo/A1312/A131203/13039956/,"曳舟車站 / 咖啡店, 咖喱, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期二, 星期三"
346,3.53,フィーカファブリーケン,https://tabelog.com/tw/tokyo/A1318/A131813/13213185/,"豪德寺車站 / 西式甜點, 咖啡店, 蛋糕",- JPY 999,- JPY 999,-
347,3.53,パティスリー１９０４,https://tabelog.com/tw/tokyo/A1317/A131705/13018913/,"池尻大橋車站 / 蛋糕, 巧克力",-,- JPY 999,星期二
348,3.53,デカダンス ドュ ショコラ 茗荷谷ファクトリー店,https://tabelog.com/tw/tokyo/A1323/A132302/13114639/,"茗荷谷車站 / 巧克力, 蛋糕, 軟冰淇淋",- JPY 999,- JPY 999,-
349,3.53,パティシエ ジュン ホンマ 高円寺,https://tabelog.com/tw/tokyo/A1319/A131904/13168722/,高圓寺車站 / 蛋糕,- JPY 999,-,-
350,3.53,Chocolaterie&Bar ROND-POINT by Hirofumi Tanakamaru,https://tabelog.com/tw/tokyo/A1319/A131903/13263292/,"中野坂上車站 / 巧克力, 蛋糕, 酒吧",-,"JPY 2,000 - JPY 2,999",星期一
351,3.53,パティスリーエドモント,https://tabelog.com/tw/tokyo/A1309/A130905/13041576/,"飯田橋車站 / 麵包, 蛋糕",- JPY 999,- JPY 999,-
352,3.53,ザ・ベイク,https://tabelog.com/tw/tokyo/A1303/A130301/13150985/,"澀谷車站 / 蛋糕, 咖啡店, 麵包",- JPY 999,- JPY 999,-
353,3.53,ローザー洋菓子店,https://tabelog.com/tw/tokyo/A1308/A130803/13006394/,"半藏門車站 / 蛋糕, 西式甜點",-,-,"星期六, 星期日, 節假日"
354,3.53,ル・ププラン,https://tabelog.com/tw/tokyo/A1327/A132702/13005957/,聖蹟櫻丘車站 / 蛋糕,-,"JPY 1,000 - JPY 1,999","星期二, 星期三"
355,3.53,テラサワ・ケーキ・パンショップ,https://tabelog.com/tw/tokyo/A1311/A131102/13048793/,"淺草車站 / 麵包, 蛋糕",-,-,"星期三, 星期日"
356,3.53,チーズケーキと彩りカレー Luna piena,https://tabelog.com/tw/tokyo/A1309/A130901/13273957/,"千駄谷車站 / 咖喱, 蛋糕, 意式冰淇淋/冰淇淋","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",星期一
357,3.53,パティスリー・ヒロヤ・ミナミサワ,https://tabelog.com/tw/tokyo/A1319/A131907/13200798/,"西荻窪車站 / 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期三, 星期四"
